tripId,vehicleVin,driverId,timestampUtc,odometerKm,fuelConsumedL,vehicleStatus,routeCode
TRIP-43612,1FM5K8GC7HZA33612,DRV-412,2026-06-12T14:08:00,30355.0,16.2,ACTIVE,RT-PUE-VER
TRIP-43613,1FM5K8GC7HZA33613,DRV-617,2026-06-12T14:07:00,86907.4,26.8,INACTIVE,RT-MTY-LDO
TRIP-43614,1FM5K8GC7HZA33614,DRV-946,2026-06-12T14:19:00,95181.9,43.5,IN_REPAIR,RT-GDL-MAN
TRIP-43615,1FM5K8GC7HZA33615,DRV-692,2026-06-12T14:54:00,35219.5,47.6,INACTIVE,RT-PUE-VER
TRIP-43616,1FM5K8GC7HZA33616,DRV-336,2026-06-12T14:52:00,8546.5,9.0,ACTIVE,RT-PUE-VER
TRIP-43617,1FM5K8GC7HZA33617,DRV-895,2026-06-12T14:40:00,27273.3,16.4,IN_REPAIR,RT-PUE-VER
TRIP-43618,1FM5K8GC7HZA33618,DRV-311,2026-06-12T14:40:00,39659.8,46.3,INACTIVE,RT-MTY-LDO
TRIP-43619,1FM5K8GC7HZA33619,DRV-421,2026-06-12T14:48:00,65917.3,7.4,INACTIVE,RT-MTY-LDO
TRIP-43620,1FM5K8GC7HZA33620,DRV-936,2026-06-12T14:47:00,72475.8,0.3,IN_REPAIR,RT-MTY-LDO
TRIP-43621,1FM5K8GC7HZA33621,DRV-949,2026-06-12T14:48:00,73633.0,41.5,IN_REPAIR,RT-MTY-LDO
TRIP-43622,1FM5K8GC7HZA33622,DRV-516,2026-06-12T14:58:00,52416.2,41.8,INACTIVE,RT-GDL-MAN
TRIP-43623,1FM5K8GC7HZA33623,DRV-306,2026-06-12T14:12:00,45813.1,22.5,INACTIVE,RT-GDL-MAN
TRIP-43624,1FM5K8GC7HZA33624,DRV-344,2026-06-12T14:41:00,77251.9,1.9,ACTIVE,RT-PUE-VER
TRIP-43625,1FM5K8GC7HZA33625,DRV-205,2026-06-12T14:37:00,62472.8,36.2,INACTIVE,RT-GDL-MAN
TRIP-43626,1FM5K8GC7HZA33626,DRV-987,2026-06-12T14:30:00,30794.7,38.4,ACTIVE,RT-PUE-VER
TRIP-43627,1FM5K8GC7HZA33627,DRV-797,2026-06-12T14:03:00,85767.9,36.7,INACTIVE,RT-GDL-MAN
TRIP-43628,1FM5K8GC7HZA33628,DRV-478,2026-06-12T14:32:00,90354.1,31.3,ACTIVE,RT-PUE-VER
TRIP-43629,1FM5K8GC7HZA33629,DRV-882,2026-06-12T14:33:00,46629.7,46.6,INACTIVE,RT-GDL-MAN
TRIP-43630,1FM5K8GC7HZA33630,DRV-645,2026-06-12T14:51:00,18419.1,17.7,ACTIVE,RT-CDMX-QRO
TRIP-43631,1FM5K8GC7HZA33631,DRV-765,2026-06-12T14:22:00,82764.6,34.5,ACTIVE,RT-MTY-LDO
TRIP-43632,1FM5K8GC7HZA33632,DRV-447,2026-06-12T14:21:00,64028.3,19.7,IN_REPAIR,RT-PUE-VER
TRIP-43633,1FM5K8GC7HZA33633,DRV-661,2026-06-12T14:49:00,4862.4,20.9,ACTIVE,RT-GDL-MAN
TRIP-43634,1FM5K8GC7HZA33634,DRV-351,2026-06-12T14:34:00,27629.1,10.9,IN_REPAIR,RT-CDMX-QRO
TRIP-43635,1FM5K8GC7HZA33635,DRV-307,2026-06-12T14:06:00,93649.8,7.6,ACTIVE,RT-GDL-MAN
TRIP-43636,1FM5K8GC7HZA33636,DRV-203,2026-06-12T14:20:00,70025.5,10.8,INACTIVE,RT-CDMX-QRO
TRIP-43637,1FM5K8GC7HZA33637,DRV-586,2026-06-12T14:53:00,60265.9,42.5,INACTIVE,RT-MTY-LDO
TRIP-43638,1FM5K8GC7HZA33638,DRV-369,2026-06-12T14:05:00,54177.4,41.7,ACTIVE,RT-CDMX-QRO
TRIP-43639,1FM5K8GC7HZA33639,DRV-873,2026-06-12T14:29:00,70846.2,29.1,INACTIVE,RT-PUE-VER
TRIP-43640,1FM5K8GC7HZA33640,DRV-584,2026-06-12T14:36:00,70002.1,20.1,ACTIVE,RT-PUE-VER
TRIP-43641,1FM5K8GC7HZA33641,DRV-270,2026-06-12T14:36:00,31507.1,19.1,IN_REPAIR,RT-CDMX-QRO
TRIP-43642,1FM5K8GC7HZA33642,DRV-370,2026-06-12T14:33:00,60829.8,44.7,ACTIVE,RT-PUE-VER
TRIP-43643,1FM5K8GC7HZA33643,DRV-282,2026-06-12T14:22:00,94272.7,44.3,INACTIVE,RT-GDL-MAN
TRIP-43644,1FM5K8GC7HZA33644,DRV-941,2026-06-12T14:20:00,55382.0,43.8,ACTIVE,RT-PUE-VER
TRIP-43645,1FM5K8GC7HZA33645,DRV-458,2026-06-12T14:05:00,1586.0,4.7,IN_REPAIR,RT-GDL-MAN
TRIP-43646,1FM5K8GC7HZA33646,DRV-950,2026-06-12T14:31:00,281.4,11.4,IN_REPAIR,RT-GDL-MAN
TRIP-43647,1FM5K8GC7HZA33647,DRV-365,2026-06-12T14:32:00,32104.5,39.1,IN_REPAIR,RT-PUE-VER
TRIP-43648,1FM5K8GC7HZA33648,DRV-886,2026-06-12T14:20:00,82029.3,27.3,IN_REPAIR,RT-GDL-MAN
TRIP-43649,1FM5K8GC7HZA33649,DRV-386,2026-06-12T14:47:00,19955.9,12.4,ACTIVE,RT-CDMX-QRO
TRIP-43650,1FM5K8GC7HZA33650,DRV-345,2026-06-12T14:10:00,99661.5,31.2,INACTIVE,RT-MTY-LDO
TRIP-43651,1FM5K8GC7HZA33651,DRV-315,2026-06-12T14:00:00,52659.2,48.7,IN_REPAIR,RT-GDL-MAN
TRIP-43652,1FM5K8GC7HZA33652,DRV-810,2026-06-12T14:26:00,9686.7,37.6,ACTIVE,RT-CDMX-QRO
TRIP-43653,1FM5K8GC7HZA33653,DRV-995,2026-06-12T14:05:00,27091.3,0.8,INACTIVE,RT-MTY-LDO
TRIP-43654,1FM5K8GC7HZA33654,DRV-491,2026-06-12T14:48:00,75887.4,17.5,ACTIVE,RT-MTY-LDO
TRIP-43655,1FM5K8GC7HZA33655,DRV-699,2026-06-12T14:16:00,30023.6,3.6,INACTIVE,RT-PUE-VER
TRIP-43656,1FM5K8GC7HZA33656,DRV-699,2026-06-12T14:03:00,66852.8,38.8,IN_REPAIR,RT-MTY-LDO
TRIP-43657,1FM5K8GC7HZA33657,DRV-687,2026-06-12T14:00:00,69467.5,33.2,IN_REPAIR,RT-PUE-VER
TRIP-43658,1FM5K8GC7HZA33658,DRV-152,2026-06-12T14:52:00,73555.7,12.1,ACTIVE,RT-PUE-VER
TRIP-43659,1FM5K8GC7HZA33659,DRV-174,2026-06-12T14:32:00,48217.6,37.0,ACTIVE,RT-MTY-LDO
TRIP-43660,1FM5K8GC7HZA33660,DRV-777,2026-06-12T14:11:00,37815.3,44.4,IN_REPAIR,RT-MTY-LDO
TRIP-43661,1FM5K8GC7HZA33661,DRV-335,2026-06-12T14:01:00,74089.6,16.2,INACTIVE,RT-MTY-LDO
TRIP-43662,1FM5K8GC7HZA33662,DRV-149,2026-06-12T14:36:00,398.3,49.7,ACTIVE,RT-CDMX-QRO
TRIP-43663,1FM5K8GC7HZA33663,DRV-594,2026-06-12T14:49:00,56897.4,35.4,IN_REPAIR,RT-CDMX-QRO
TRIP-43664,1FM5K8GC7HZA33664,DRV-312,2026-06-12T14:43:00,69340.3,30.3,IN_REPAIR,RT-CDMX-QRO
TRIP-43665,1FM5K8GC7HZA33665,DRV-878,2026-06-12T14:43:00,28992.1,46.4,ACTIVE,RT-MTY-LDO
TRIP-43666,1FM5K8GC7HZA33666,DRV-956,2026-06-12T14:43:00,63654.0,49.6,IN_REPAIR,RT-PUE-VER
TRIP-43667,1FM5K8GC7HZA33667,DRV-452,2026-06-12T14:34:00,22938.8,40.4,ACTIVE,RT-PUE-VER
TRIP-43668,1FM5K8GC7HZA33668,DRV-714,2026-06-12T14:35:00,72939.9,26.9,ACTIVE,RT-GDL-MAN
TRIP-43669,1FM5K8GC7HZA33669,DRV-224,2026-06-12T14:32:00,72645.6,17.1,ACTIVE,RT-MTY-LDO
TRIP-43670,1FM5K8GC7HZA33670,DRV-720,2026-06-12T14:44:00,85247.2,7.3,INACTIVE,RT-GDL-MAN
TRIP-43671,1FM5K8GC7HZA33671,DRV-601,2026-06-12T14:14:00,61678.4,22.6,IN_REPAIR,RT-GDL-MAN
TRIP-43672,1FM5K8GC7HZA33672,DRV-894,2026-06-12T14:05:00,59855.9,11.0,ACTIVE,RT-GDL-MAN
TRIP-43673,1FM5K8GC7HZA33673,DRV-318,2026-06-12T14:22:00,91186.6,19.9,ACTIVE,RT-MTY-LDO
TRIP-43674,1FM5K8GC7HZA33674,DRV-756,2026-06-12T14:54:00,2645.2,10.7,ACTIVE,RT-GDL-MAN
TRIP-43675,1FM5K8GC7HZA33675,DRV-426,2026-06-12T14:05:00,38082.0,3.2,INACTIVE,RT-PUE-VER
TRIP-43676,1FM5K8GC7HZA33676,DRV-665,2026-06-12T14:13:00,22339.3,38.5,INACTIVE,RT-CDMX-QRO
TRIP-43677,1FM5K8GC7HZA33677,DRV-851,2026-06-12T14:22:00,52272.3,10.4,IN_REPAIR,RT-MTY-LDO
TRIP-43678,1FM5K8GC7HZA33678,DRV-996,2026-06-12T14:20:00,6484.9,40.3,INACTIVE,RT-PUE-VER
TRIP-43679,1FM5K8GC7HZA33679,DRV-571,2026-06-12T14:41:00,71968.2,2.8,ACTIVE,RT-CDMX-QRO
TRIP-43680,1FM5K8GC7HZA33680,DRV-955,2026-06-12T14:18:00,54510.7,17.2,INACTIVE,RT-MTY-LDO
TRIP-43681,1FM5K8GC7HZA33681,DRV-425,2026-06-12T14:10:00,57752.9,26.8,IN_REPAIR,RT-MTY-LDO
TRIP-43682,1FM5K8GC7HZA33682,DRV-854,2026-06-12T14:08:00,14228.0,30.3,IN_REPAIR,RT-CDMX-QRO
TRIP-43683,1FM5K8GC7HZA33683,DRV-550,2026-06-12T14:55:00,35569.3,27.8,ACTIVE,RT-GDL-MAN
TRIP-43684,1FM5K8GC7HZA33684,DRV-882,2026-06-12T14:44:00,80738.7,26.3,ACTIVE,RT-MTY-LDO
TRIP-43685,1FM5K8GC7HZA33685,DRV-986,2026-06-12T14:32:00,63277.2,49.0,INACTIVE,RT-PUE-VER
TRIP-43686,1FM5K8GC7HZA33686,DRV-173,2026-06-12T14:41:00,5763.8,17.3,IN_REPAIR,RT-PUE-VER
TRIP-43687,1FM5K8GC7HZA33687,DRV-689,2026-06-12T14:24:00,46545.1,23.9,ACTIVE,RT-GDL-MAN
TRIP-43688,1FM5K8GC7HZA33688,DRV-895,2026-06-12T14:55:00,83167.1,24.7,ACTIVE,RT-PUE-VER
TRIP-43689,1FM5K8GC7HZA33689,DRV-738,2026-06-12T14:03:00,46588.0,5.5,IN_REPAIR,RT-MTY-LDO
TRIP-43690,1FM5K8GC7HZA33690,DRV-268,2026-06-12T14:40:00,92916.2,6.9,INACTIVE,RT-MTY-LDO
TRIP-43691,1FM5K8GC7HZA33691,DRV-995,2026-06-12T14:38:00,97201.3,43.2,ACTIVE,RT-MTY-LDO
TRIP-43692,1FM5K8GC7HZA33692,DRV-324,2026-06-12T14:59:00,27411.0,32.3,ACTIVE,RT-PUE-VER
TRIP-43693,1FM5K8GC7HZA33693,DRV-768,2026-06-12T14:57:00,87576.5,33.3,INACTIVE,RT-GDL-MAN
TRIP-43694,1FM5K8GC7HZA33694,DRV-874,2026-06-12T14:30:00,79078.2,46.8,ACTIVE,RT-CDMX-QRO
TRIP-43695,1FM5K8GC7HZA33695,DRV-383,2026-06-12T14:27:00,29126.2,38.1,ACTIVE,RT-MTY-LDO
TRIP-43696,1FM5K8GC7HZA33696,DRV-664,2026-06-12T14:16:00,21140.8,19.8,IN_REPAIR,RT-MTY-LDO
TRIP-43697,1FM5K8GC7HZA33697,DRV-344,2026-06-12T14:20:00,60658.5,26.3,INACTIVE,RT-GDL-MAN
TRIP-43698,1FM5K8GC7HZA33698,DRV-759,2026-06-12T14:30:00,57679.3,8.2,INACTIVE,RT-GDL-MAN
TRIP-43699,1FM5K8GC7HZA33699,DRV-485,2026-06-12T14:33:00,98807.6,32.9,IN_REPAIR,RT-CDMX-QRO
TRIP-43700,1FM5K8GC7HZA33700,DRV-602,2026-06-12T14:45:00,62476.9,10.1,INACTIVE,RT-GDL-MAN
TRIP-43701,1FM5K8GC7HZA33701,DRV-144,2026-06-12T14:01:00,57492.0,24.4,IN_REPAIR,RT-GDL-MAN
TRIP-43702,1FM5K8GC7HZA33702,DRV-369,2026-06-12T14:32:00,8252.7,41.0,INACTIVE,RT-CDMX-QRO
TRIP-43703,1FM5K8GC7HZA33703,DRV-690,2026-06-12T14:12:00,85262.9,16.7,IN_REPAIR,RT-CDMX-QRO
TRIP-43704,1FM5K8GC7HZA33704,DRV-876,2026-06-12T14:20:00,3619.5,37.8,INACTIVE,RT-GDL-MAN
TRIP-43705,1FM5K8GC7HZA33705,DRV-381,2026-06-12T14:18:00,49369.9,5.6,ACTIVE,RT-GDL-MAN
TRIP-43706,1FM5K8GC7HZA33706,DRV-726,2026-06-12T14:22:00,8457.7,33.6,ACTIVE,RT-CDMX-QRO
TRIP-43707,1FM5K8GC7HZA33707,DRV-253,2026-06-12T14:16:00,14024.5,15.2,INACTIVE,RT-MTY-LDO
TRIP-43708,1FM5K8GC7HZA33708,DRV-190,2026-06-12T14:13:00,33609.5,15.2,IN_REPAIR,RT-PUE-VER
TRIP-43709,1FM5K8GC7HZA33709,DRV-309,2026-06-12T14:18:00,63557.7,0.7,ACTIVE,RT-GDL-MAN
TRIP-43710,1FM5K8GC7HZA33710,DRV-224,2026-06-12T14:10:00,90646.7,43.2,ACTIVE,RT-CDMX-QRO
TRIP-43711,1FM5K8GC7HZA33711,DRV-114,2026-06-12T14:29:00,10457.0,12.6,ACTIVE,RT-PUE-VER
TRIP-43712,1FM5K8GC7HZA33712,DRV-137,2026-06-12T14:10:00,15413.8,12.9,INACTIVE,RT-GDL-MAN
TRIP-43713,1FM5K8GC7HZA33713,DRV-216,2026-06-12T14:30:00,21932.2,21.9,IN_REPAIR,RT-GDL-MAN
TRIP-43714,1FM5K8GC7HZA33714,DRV-626,2026-06-12T14:27:00,85185.3,4.1,INACTIVE,RT-PUE-VER
TRIP-43715,1FM5K8GC7HZA33715,DRV-689,2026-06-12T14:02:00,9616.7,0.7,ACTIVE,RT-PUE-VER
TRIP-43716,1FM5K8GC7HZA33716,DRV-356,2026-06-12T14:31:00,11511.1,22.1,IN_REPAIR,RT-CDMX-QRO
TRIP-43717,1FM5K8GC7HZA33717,DRV-662,2026-06-12T14:24:00,39746.6,46.3,IN_REPAIR,RT-GDL-MAN
TRIP-43718,1FM5K8GC7HZA33718,DRV-742,2026-06-12T14:31:00,37332.4,36.8,IN_REPAIR,RT-GDL-MAN
TRIP-43719,1FM5K8GC7HZA33719,DRV-863,2026-06-12T14:12:00,77770.8,49.1,INACTIVE,RT-PUE-VER
TRIP-43720,1FM5K8GC7HZA33720,DRV-977,2026-06-12T14:36:00,72597.7,21.5,IN_REPAIR,RT-PUE-VER
TRIP-43721,1FM5K8GC7HZA33721,DRV-743,2026-06-12T14:00:00,90122.2,7.1,INACTIVE,RT-CDMX-QRO
TRIP-43722,1FM5K8GC7HZA33722,DRV-600,2026-06-12T14:17:00,99990.9,29.0,INACTIVE,RT-MTY-LDO
TRIP-43723,1FM5K8GC7HZA33723,DRV-452,2026-06-12T14:14:00,88560.5,32.5,INACTIVE,RT-CDMX-QRO
TRIP-43724,1FM5K8GC7HZA33724,DRV-192,2026-06-12T14:34:00,64509.8,20.5,IN_REPAIR,RT-CDMX-QRO
TRIP-43725,1FM5K8GC7HZA33725,DRV-728,2026-06-12T14:03:00,91509.2,29.8,INACTIVE,RT-PUE-VER
TRIP-43726,1FM5K8GC7HZA33726,DRV-573,2026-06-12T14:14:00,86832.1,29.8,INACTIVE,RT-PUE-VER
TRIP-43727,1FM5K8GC7HZA33727,DRV-673,2026-06-12T14:03:00,92905.1,10.0,INACTIVE,RT-CDMX-QRO
TRIP-43728,1FM5K8GC7HZA33728,DRV-642,2026-06-12T14:09:00,90211.8,19.2,IN_REPAIR,RT-PUE-VER
TRIP-43729,1FM5K8GC7HZA33729,DRV-979,2026-06-12T14:50:00,30832.3,29.1,INACTIVE,RT-CDMX-QRO
TRIP-43730,1FM5K8GC7HZA33730,DRV-171,2026-06-12T14:18:00,4010.7,44.4,INACTIVE,RT-MTY-LDO
TRIP-43731,1FM5K8GC7HZA33731,DRV-945,2026-06-12T14:41:00,67324.4,42.9,IN_REPAIR,RT-GDL-MAN
TRIP-43732,1FM5K8GC7HZA33732,DRV-599,2026-06-12T14:44:00,37341.6,30.0,ACTIVE,RT-CDMX-QRO
TRIP-43733,1FM5K8GC7HZA33733,DRV-726,2026-06-12T14:33:00,22835.0,49.5,IN_REPAIR,RT-GDL-MAN
TRIP-43734,1FM5K8GC7HZA33734,DRV-137,2026-06-12T14:11:00,35651.3,22.0,ACTIVE,RT-PUE-VER
TRIP-43735,1FM5K8GC7HZA33735,DRV-461,2026-06-12T14:26:00,26541.7,9.5,IN_REPAIR,RT-PUE-VER
TRIP-43736,1FM5K8GC7HZA33736,DRV-544,2026-06-12T14:53:00,64719.7,12.7,INACTIVE,RT-MTY-LDO
TRIP-43737,1FM5K8GC7HZA33737,DRV-185,2026-06-12T14:00:00,79683.5,1.2,INACTIVE,RT-PUE-VER
TRIP-43738,1FM5K8GC7HZA33738,DRV-111,2026-06-12T14:34:00,14400.0,19.4,ACTIVE,RT-GDL-MAN
TRIP-43739,1FM5K8GC7HZA33739,DRV-972,2026-06-12T14:14:00,36174.3,8.6,ACTIVE,RT-PUE-VER
TRIP-43740,1FM5K8GC7HZA33740,DRV-151,2026-06-12T14:31:00,31831.7,19.1,INACTIVE,RT-PUE-VER
TRIP-43741,1FM5K8GC7HZA33741,DRV-358,2026-06-12T14:06:00,90432.4,9.9,ACTIVE,RT-PUE-VER
TRIP-43742,1FM5K8GC7HZA33742,DRV-667,2026-06-12T14:57:00,72992.3,11.1,IN_REPAIR,RT-GDL-MAN
TRIP-43743,1FM5K8GC7HZA33743,DRV-774,2026-06-12T14:58:00,16068.2,23.5,ACTIVE,RT-GDL-MAN
TRIP-43744,1FM5K8GC7HZA33744,DRV-607,2026-06-12T14:29:00,55026.1,35.1,IN_REPAIR,RT-CDMX-QRO
TRIP-43745,1FM5K8GC7HZA33745,DRV-650,2026-06-12T14:00:00,88136.4,9.9,IN_REPAIR,RT-GDL-MAN
TRIP-43746,1FM5K8GC7HZA33746,DRV-986,2026-06-12T14:37:00,12059.2,30.4,INACTIVE,RT-PUE-VER
TRIP-43747,1FM5K8GC7HZA33747,DRV-771,2026-06-12T14:04:00,84519.4,6.0,IN_REPAIR,RT-MTY-LDO
TRIP-43748,1FM5K8GC7HZA33748,DRV-135,2026-06-12T14:31:00,86128.2,34.9,ACTIVE,RT-GDL-MAN
TRIP-43749,1FM5K8GC7HZA33749,DRV-956,2026-06-12T14:16:00,8290.8,25.0,ACTIVE,RT-MTY-LDO
TRIP-43750,1FM5K8GC7HZA33750,DRV-729,2026-06-12T14:44:00,88407.1,19.2,INACTIVE,RT-CDMX-QRO
TRIP-43751,1FM5K8GC7HZA33751,DRV-706,2026-06-12T14:14:00,93032.5,3.2,INACTIVE,RT-MTY-LDO
TRIP-43752,1FM5K8GC7HZA33752,DRV-439,2026-06-12T14:58:00,67349.7,0.8,ACTIVE,RT-CDMX-QRO
TRIP-43753,1FM5K8GC7HZA33753,DRV-383,2026-06-12T14:05:00,14857.8,15.3,INACTIVE,RT-PUE-VER
TRIP-43754,1FM5K8GC7HZA33754,DRV-899,2026-06-12T14:02:00,82863.1,35.8,IN_REPAIR,RT-CDMX-QRO
TRIP-43755,1FM5K8GC7HZA33755,DRV-751,2026-06-12T14:41:00,46835.4,31.6,ACTIVE,RT-MTY-LDO
TRIP-43756,1FM5K8GC7HZA33756,DRV-601,2026-06-12T14:02:00,10255.4,39.4,ACTIVE,RT-CDMX-QRO
TRIP-43757,1FM5K8GC7HZA33757,DRV-294,2026-06-12T14:28:00,74057.0,31.4,ACTIVE,RT-GDL-MAN
TRIP-43758,1FM5K8GC7HZA33758,DRV-688,2026-06-12T14:09:00,65498.1,49.4,IN_REPAIR,RT-PUE-VER
TRIP-43759,1FM5K8GC7HZA33759,DRV-263,2026-06-12T14:15:00,48754.0,6.9,ACTIVE,RT-CDMX-QRO
TRIP-43760,1FM5K8GC7HZA33760,DRV-957,2026-06-12T14:23:00,89889.5,15.3,INACTIVE,RT-CDMX-QRO
TRIP-43761,1FM5K8GC7HZA33761,DRV-364,2026-06-12T14:15:00,62756.1,11.2,ACTIVE,RT-MTY-LDO
TRIP-43762,1FM5K8GC7HZA33762,DRV-806,2026-06-12T14:02:00,53147.2,2.9,INACTIVE,RT-MTY-LDO
TRIP-43763,1FM5K8GC7HZA33763,DRV-187,2026-06-12T14:52:00,7434.5,46.6,IN_REPAIR,RT-MTY-LDO
TRIP-43764,1FM5K8GC7HZA33764,DRV-748,2026-06-12T14:54:00,1726.9,4.7,INACTIVE,RT-MTY-LDO
TRIP-43765,1FM5K8GC7HZA33765,DRV-139,2026-06-12T14:38:00,56004.3,31.6,IN_REPAIR,RT-PUE-VER
TRIP-43766,1FM5K8GC7HZA33766,DRV-523,2026-06-12T14:58:00,59270.0,29.7,IN_REPAIR,RT-GDL-MAN
TRIP-43767,1FM5K8GC7HZA33767,DRV-206,2026-06-12T14:10:00,82031.4,13.5,ACTIVE,RT-CDMX-QRO
TRIP-43768,1FM5K8GC7HZA33768,DRV-199,2026-06-12T14:48:00,14317.7,2.1,INACTIVE,RT-CDMX-QRO
TRIP-43769,1FM5K8GC7HZA33769,DRV-992,2026-06-12T14:24:00,39270.2,43.2,INACTIVE,RT-MTY-LDO
TRIP-43770,1FM5K8GC7HZA33770,DRV-331,2026-06-12T14:36:00,81165.2,17.8,INACTIVE,RT-MTY-LDO
TRIP-43771,1FM5K8GC7HZA33771,DRV-532,2026-06-12T14:02:00,31338.5,12.7,IN_REPAIR,RT-GDL-MAN
TRIP-43772,1FM5K8GC7HZA33772,DRV-168,2026-06-12T14:32:00,34962.7,47.2,IN_REPAIR,RT-GDL-MAN
TRIP-43773,1FM5K8GC7HZA33773,DRV-671,2026-06-12T14:06:00,73461.2,40.8,IN_REPAIR,RT-GDL-MAN
TRIP-43774,1FM5K8GC7HZA33774,DRV-765,2026-06-12T14:57:00,53877.5,22.6,INACTIVE,RT-MTY-LDO
TRIP-43775,1FM5K8GC7HZA33775,DRV-918,2026-06-12T14:25:00,559.6,0.1,IN_REPAIR,RT-CDMX-QRO
TRIP-43776,1FM5K8GC7HZA33776,DRV-160,2026-06-12T14:43:00,85945.7,48.3,ACTIVE,RT-GDL-MAN
TRIP-43777,1FM5K8GC7HZA33777,DRV-843,2026-06-12T14:47:00,82400.0,19.5,ACTIVE,RT-CDMX-QRO
TRIP-43778,1FM5K8GC7HZA33778,DRV-154,2026-06-12T14:48:00,88497.0,4.5,IN_REPAIR,RT-PUE-VER
TRIP-43779,1FM5K8GC7HZA33779,DRV-484,2026-06-12T14:36:00,25325.9,32.2,ACTIVE,RT-CDMX-QRO
TRIP-43780,1FM5K8GC7HZA33780,DRV-665,2026-06-12T14:05:00,5514.4,42.4,IN_REPAIR,RT-MTY-LDO
TRIP-43781,1FM5K8GC7HZA33781,DRV-529,2026-06-12T14:09:00,64602.0,6.4,IN_REPAIR,RT-GDL-MAN
TRIP-43782,1FM5K8GC7HZA33782,DRV-343,2026-06-12T14:28:00,14818.7,26.7,ACTIVE,RT-PUE-VER
TRIP-43783,1FM5K8GC7HZA33783,DRV-118,2026-06-12T14:07:00,53107.5,4.1,INACTIVE,RT-GDL-MAN
TRIP-43784,1FM5K8GC7HZA33784,DRV-874,2026-06-12T14:02:00,72664.2,5.3,ACTIVE,RT-GDL-MAN
TRIP-43785,1FM5K8GC7HZA33785,DRV-862,2026-06-12T14:33:00,34902.8,13.4,IN_REPAIR,RT-CDMX-QRO
TRIP-43786,1FM5K8GC7HZA33786,DRV-976,2026-06-12T14:46:00,8005.5,2.8,INACTIVE,RT-MTY-LDO
TRIP-43787,1FM5K8GC7HZA33787,DRV-439,2026-06-12T14:27:00,62864.9,15.7,ACTIVE,RT-MTY-LDO
TRIP-43788,1FM5K8GC7HZA33788,DRV-763,2026-06-12T14:08:00,27705.6,20.6,ACTIVE,RT-GDL-MAN
TRIP-43789,1FM5K8GC7HZA33789,DRV-629,2026-06-12T14:37:00,76473.6,30.0,ACTIVE,RT-GDL-MAN
TRIP-43790,1FM5K8GC7HZA33790,DRV-151,2026-06-12T14:58:00,85489.8,9.5,INACTIVE,RT-PUE-VER
TRIP-43791,1FM5K8GC7HZA33791,DRV-989,2026-06-12T14:12:00,1750.0,7.1,IN_REPAIR,RT-GDL-MAN
TRIP-43792,1FM5K8GC7HZA33792,DRV-133,2026-06-12T14:00:00,65674.1,11.7,INACTIVE,RT-MTY-LDO
TRIP-43793,1FM5K8GC7HZA33793,DRV-531,2026-06-12T14:41:00,14202.1,14.8,INACTIVE,RT-CDMX-QRO
TRIP-43794,1FM5K8GC7HZA33794,DRV-416,2026-06-12T14:53:00,20068.8,24.0,INACTIVE,RT-PUE-VER
TRIP-43795,1FM5K8GC7HZA33795,DRV-394,2026-06-12T14:02:00,33791.7,5.9,ACTIVE,RT-PUE-VER
TRIP-43796,1FM5K8GC7HZA33796,DRV-153,2026-06-12T14:17:00,21718.8,42.6,INACTIVE,RT-PUE-VER
TRIP-43797,1FM5K8GC7HZA33797,DRV-495,2026-06-12T14:29:00,9993.9,14.5,ACTIVE,RT-CDMX-QRO
TRIP-43798,1FM5K8GC7HZA33798,DRV-167,2026-06-12T14:19:00,21420.3,41.5,IN_REPAIR,RT-MTY-LDO
TRIP-43799,1FM5K8GC7HZA33799,DRV-993,2026-06-12T14:45:00,79877.2,29.0,IN_REPAIR,RT-MTY-LDO
TRIP-43800,1FM5K8GC7HZA33800,DRV-126,2026-06-12T14:38:00,66578.3,9.8,IN_REPAIR,RT-CDMX-QRO
TRIP-43801,1FM5K8GC7HZA33801,DRV-290,2026-06-12T14:24:00,27951.5,41.4,INACTIVE,RT-GDL-MAN
TRIP-43802,1FM5K8GC7HZA33802,DRV-661,2026-06-12T14:59:00,78197.7,12.1,ACTIVE,RT-CDMX-QRO
TRIP-43803,1FM5K8GC7HZA33803,DRV-168,2026-06-12T14:16:00,89912.6,19.6,ACTIVE,RT-MTY-LDO
TRIP-43804,1FM5K8GC7HZA33804,DRV-524,2026-06-12T14:49:00,92652.1,22.3,ACTIVE,RT-CDMX-QRO
TRIP-43805,1FM5K8GC7HZA33805,DRV-247,2026-06-12T14:47:00,55516.6,16.9,INACTIVE,RT-MTY-LDO
TRIP-43806,1FM5K8GC7HZA33806,DRV-694,2026-06-12T14:50:00,3095.0,35.8,INACTIVE,RT-CDMX-QRO
TRIP-43807,1FM5K8GC7HZA33807,DRV-488,2026-06-12T14:26:00,89140.6,6.4,ACTIVE,RT-PUE-VER
TRIP-43808,1FM5K8GC7HZA33808,DRV-588,2026-06-12T14:54:00,85634.4,4.4,INACTIVE,RT-CDMX-QRO
TRIP-43809,1FM5K8GC7HZA33809,DRV-801,2026-06-12T14:54:00,47542.6,26.1,ACTIVE,RT-MTY-LDO
TRIP-43810,1FM5K8GC7HZA33810,DRV-185,2026-06-12T14:10:00,38203.8,32.8,IN_REPAIR,RT-PUE-VER
TRIP-43811,1FM5K8GC7HZA33811,DRV-479,2026-06-12T14:41:00,62184.1,49.0,IN_REPAIR,RT-GDL-MAN
